ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001670254-22-000314	1	Lean Med LLC	Mark Adkins	Co-Founder & CEO
0001670254-22-000312	1	Digifox Corp.	Nicholas Merten	Founder & CEO
0001665160-22-000631	1	Gryt.Fit, Inc.	Darpan Saini	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Office
0001903204-22-000001	1	Hydro Wind Energy, Inc.	Lee King	Chief Executive Officer
0001665160-22-000630	1	Gryt.Fit, Inc.	Darpan Saini	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Office
0001903204-22-000002	1	La Borra Cafe Inc	Leon Reffreger	Chief Executive Officer
0001644600-22-000047	1	AFFL ASSOCIATES, INC.	Jeff Lewis	CEO
0001670254-22-000311	1	Pranos Inc	David Astoria	Founder & CEO
0001669191-22-000370	1	Nebulai Corp	Luis  Rios	Principal Executive Officer
0001669191-22-000367	1	Straight Teeth Solutions, Inc.	Bruce  Goldblatt	Principal Executive Officer
0001669191-22-000366	1	MassGenie	Bruce Watanabe	Principal Executive Officer
0001913986-22-000002	1	Franklin Brewing Co Ltd	Aaron Schickel	President
0001644600-22-000042	1	Xairos Systems, Inc.	David Mitlyng	Chief Executive Officer
0001670254-22-000310	1	AI4SEC, Inc	Mauricio Rioseco	Chairman
0001665160-22-000628	1	2nd Skull, Inc.	Greg Czerpak	President, Chief Executive Officer, Chairman of the Board , and Principal Executive Officer
0001812129-22-000002	1	Toast! Supplements, Inc.	Sean O'Neill	CEO
0001670254-22-000308	1	Digifox Corp.	Nicholas Merten	Founder & CEO
0001781955-22-000008	1	Gypsee, Inc.	Andrew Thompson	Founder and CEO
0001781955-22-000007	1	Dome Audio Inc.	Ben White	Founder and CEO
0001665160-22-000626	1	Custom Social Inc.	Rolan Reichel	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-22-000143	1	Grown by Green, LLC	Kaleb Green	Owner and CEO
0001670254-22-000306	1	Push Through Innovation Corporation	Austin Webster	Founder & CEO
0001670254-22-000304	1	Big Wheelbarrow, INC	Sam Eder	CEO
0001619790-22-000003	1	Unbanked, Inc.	Daniel Gouldman	Co-Chief Executive Officer
0001665160-22-000625	1	Atlas Inc.	Clinton Brown	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001619790-22-000002	1	Cortex Automation Inc.	Brennan White	Chief Executive Officer
0001670254-22-000303	1	Accrew, Inc.	Aj Montgomery	CEO
0001670254-22-000302	1	Josh Terry BitVault LLC	Josh Terry	Co Founder - Head of Marketing and Implementation
0001670254-22-000300	1	KarbonPay, Inc.	Brad Price	Founder & CEO
0001670254-22-000298	1	RawNature5 Corporation	Chris Hunter	CEO & Co-Founder
0001768595-22-000001	1	Vennly, Inc.	Brian Landau	CEO and Co-Founder
0001670254-22-000297	1	Kachinga, Inc.	John McIntyre	CEO
0001670254-22-000295	1	Terra.do Inc.	Anshuman Bapna	CEO
0001665160-22-000624	1	Scaeva Technologies, Inc.	Steven E. Curd	CEO and President
0001878468-22-000001	1	Yubi Health, Inc.	Rahul Goyal	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000623	1	Tapville Franchising, Inc.	Joseph Tota	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000617	1	Delee Corp	Liza Velarde	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001848230-22-000002	1	Season Three Inc.	Adam Klein	Chief Executive Officer
0001848230-22-000001	1	Season Three Inc.	Adam Klein	Chief Executive Officer
0001852601-22-000001	1	Duo Marketplace, LLC	Fred Larkins	CEO
0001665160-22-000616	1	Skullenwink LLC	Keith Chapman	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001911560-22-000006	1	Team Seneca Investors, LLC	Bryan Price	Manager
0001670254-22-000291	1	RINDEV, Inc.	Ari Kronish	Founder
0001670254-22-000293	1	Lectrium, Inc.	Peter Barba	CEO at Lectrium
0001906565-22-000002	1	NVIS, Inc.	PHIL SMITH	FOUNDER/CHAIRMAN
0001670254-22-000289	1	Replit, Inc	Amjad Masad	Founder and CEO
0001665160-22-000615	1	SMART Tire Company, Inc.	Earl Cole	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer
0001812932-22-000002	1	Unikorn Inc.	Srivatsava Gorthy	CEO
0001665160-22-000614	1	OptioLend, Inc.	Richard Geisenfeld	CEO and Director
0001840495-22-000001	1	American Stories Entertainment Inc.	Robert Cefail by Sean Fuellhart POA	CEO
0001918755-22-000001	1	Ohiya Networks, LLC	Claudio Garcia	CEO
0001669191-22-000363	1	Straight Teeth Solutions, Inc.	Bruce  Goldblatt	Principal Executive Officer
0001669191-22-000362	1	Global Cancer Technology, Inc	John Clark	Principal Executive Officer
0001669191-22-000361	1	Arkisys, Inc.	David Barnhart	Principal Executive Officer
0001811251-22-000001	1	RESTEASIEST.COM, INC.	/s/ Emily Cisek	CO-FOUNDER & CEO
0001880569-22-000001	1	Vene Rides, Inc.	Joshue Squire	Chief Executive Officer
0001805056-22-000001	1	NanoVMs, Inc.	Ian Eyberg	CEO & Director
0001421744-22-000001	1	Cytonics Corp	Gaetano Scuderi	Founder & Chairman of the Board
0001104659-22-043119	1	STARTENGINE CROWDFUNDING, INC.	/s/ Howard Marks	CEO
0001866638-22-000001	1	Gaming Revolution for International Development Inc.	Mariam Nusrat	Chief Executive Officer
0001670254-22-000287	1	Greenwater Marine Sciences Offshore Inc.	G Mark Miller	Founder and CEO
0001665160-22-000612	1	The Security Oracle Inc.	Charles Butler	CEO/Director
0001813720-22-000002	1	AASHNA INC.	Stephanie O'Brien	Chief Executive Officer
0001665160-22-000610	1	OTACA	Anthony Accetta	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000609	1	Peerless Public Safety Solutions Inc	Jay Scales	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001768431-22-000003	1	Team Seneca Investors, LLC	Bryan Price	Manager
0001893044-22-000002	1	Undesert Corp	NICHOLAS SEET	CEO
0001916152-22-000002	1	Paracord, Inc.	Christian Ancheta	CEO/President
0001917958-22-000003	1	CNB Inc \ ID	Daniel Rockrohr	Co-Owner
0001824807-22-000003	1	FJD Partners, LLC	Joshua Rinier	Co-owner
0001824807-22-000002	1	FJD Partners, LLC	Joshua Rinier	Co-Owner
0001824807-22-000001	1	FJD Partners, LLC	Joshua Rinier	Co-Owner
0001898330-22-000007	1	American Gothic Pizza, LLC	Brian Webster	President
0001898330-22-000006	1	Arboretum Trail Brewing Co LLC	Benjamin Steffen	President
0001898330-22-000005	1	V Soul LLC	Shayfonyia Reed	President
0001898330-22-000004	1	Curly Tail Coffee	Nicole Waltenbaugh	President
0001898330-22-000003	1	Artillery Brewing Co	Michael Loveless	Co-Owner
0001918073-22-000001	1	Eden Fresh Network, LLC	Mark Pawliw	Managing Partner
0001900822-22-000002	1	Familify Corp	Francisco Cornejo	CEO
0001665160-22-000607	1	ORBAI Technologies, Inc.	Brent Oster	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001670254-22-000285	1	Neighborhood Sun Benefit Corp	Gary Skulnik	CEO
0001815995-22-000001	1	ADWALLET INC.	Adam Greenhood	Chief Executive Officer
0001670254-22-000283	1	Human Clothing Company Inc	Kristian Hansen	CEO & Founder
0001670254-22-000281	1	Neighborhood Sun Benefit Corp	Gary Skulnik	CEO
0001746059-22-000142	1	Moxi On The Rocks LLC	Tomas Nenortas	Owner and Founder
0001746059-22-000141	1	Cabo Vegan Inc	Tome Andrade	Owner
0001828984-22-000004	1	Cloud Dentistry, Inc.	Roberto Tepichin III	Founder & CEO
0001669191-22-000356	1	OmniValley, Inc.	James Buchanan	Principal Executive Officer
0001669191-22-000355	1	Adaptive Holdings, LLC	Kauffman Scott	Principal Executive Officer
0001669191-22-000354	1	Aerospace Flight Technologies, LLC	Robert Feierbach	Principal Executive Officer
0001669191-22-000353	1	DeoBioSciences, Inc.	John  Adamson, Jr.,	Principal Executive Officer
0001746059-22-000140	1	Mantis Management Group, LLC	Wendell Orphe	CEO
0001665160-22-000606	1	NanoVMs, Inc.	Ian Eyberg	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-000605	1	NanoVMs, Inc.	Ian Eyberg	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-22-000345	1	Eco Allies Inc.	John Honour	Principal Executive Officer
0001918842-22-000001	1	Jossi's Kitchen & Shop Inc.	Josette Paz De Rivera	President
0001840948-22-000002	1	Equity Platforms, Inc.	Vernon Jones	CEO
0001860056-22-000001	1	Inahsi LLC	Rhonda Marshall	Manager and Chief Operating Officer
0001665160-22-000604	1	Master Food Lab LLC	Michael Alfaro	CEO
0001670254-22-000279	1	April Labs Inc.	Sundaresh Mahendra	Founder, CEO
0001670254-22-000278	1	VirZOOM, Inc.	Eric Janszen	Co-founder and CEO
0001860270-22-000003	1	Cabinet Health P.B.C.	Achal Patel	Chief Executive Officer
0001669191-22-000343	1	RocketTrader Inc.	Matthew P. Jones	Principal Executive Officer
0001746059-22-000139	1	Pawtopia Suites, LLC	Richard Littzi	Owner and CoFounder
0001854203-22-000003	1	Noble Pies LLC	Leslie Noble	President
0001878343-22-000003	1	Alpine X Inc.	John Emery	CEO
0001917250-22-000003	1	Sacred Skin Care Clinic Inc	Kelly Brown	President
0001887215-22-000001	1	1463 Dot Ave MM LLC	Travis Lee	Manager of the Manger, TLee Development, LLC
0001887215-22-000002	1	San Francisco Community Land Trust, a California nonprofit public benefit Corp	John Keith Hennessy	President
0001670254-22-000277	1	Go LoCo, PBC	Ralph Burleson	President
0001670254-22-000275	1	Swell Watercraft LLC	Jim Marsh	CEO and Founder at Swell Watercraft
0001665160-22-000603	1	GreatFoods Its Vegan LLC	Marc Pierce	CEO, Principal Executive Officer and Director, Principal Financial Officer, and Principal Accounting Officer/Director
0001908270-22-000001	1	Authenticiti, Inc	Andrew Yang	Chief Executive Officer
0001669191-22-000336	1	FreMon Scientific, Inc.	Farideh Bischoff	Principal Executive Officer
0001669191-22-000335	1	BioEclipse Therapeutics, Inc.	Pamela Contag	Principal Executive Officer
0001813475-22-000001	1	Scooterson, Inc.	/s/ Mihnea Iustinian Chis	Director, CEO
0001916152-22-000001	1	Paracord, Inc.	Christian Ancheta	CEO/President
0001644600-22-000040	1	CalTier, Inc.	Matthew Belcher	Chief Executive Officer, President, and Director
0001665160-22-000602	1	Wilderwise Inc.	Arya Mazanek	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer.
0001878343-22-000001	1	Alpine X Inc.	John Emery	CEO
0001821982-22-000001	1	Grain Dealers Brewery, LLC	Wesley T. Johnson	CEO
0001669191-22-000331	1	Unum Health USA, Inc.	Lisa Williams	Principal Executive Officer
0001669191-22-000330	1	Revohloo, Inc.	Glen DeBarros	Principal Executive Officer
0001669191-22-000329	1	Petzey Technology, Inc.	Mike Ortega	Principal Executive Officer
0001669191-22-000328	1	LiveMasterminds.com LLC	Raju Panjwani	Principal Executive Officer
0001669191-22-000327	1	Engineurix Corporation	Dr. Jeffrey Arle	Principal Executive Officer
0001669191-22-000326	1	Avadain, Inc.	Bradley Larschan	Principal Executive Officer
0001746059-22-000138	1	Commongrounds Cooperative	Katherine Redman	Program Director
0001621374-22-000004	1	SV TOOL Corp	Che Voigt	Chief Executive Officer
0001644600-22-000038	1	Cosmic Shielding Corp	Yanni Barghouty	Chief Executive Officer
0001746059-22-000137	1	Lifted Genetics Inc.	David Griffiths	Owner and CEO
0001746059-22-000136	1	Bar at 66 Greenpoint LLC	Ibraheem Abdul-Malik	Owner and Founder
0001746059-22-000135	1	Glow Worm Play Cafe, LLC	Kathryn Read	Owner and Founder
0001746059-22-000134	1	Tsalagi Teas LLC	TIFFANY WEST	Owner
0001746059-22-000133	1	Sandy Buns LLC	Kristen Houghton	Owner and Founder
0001746059-22-000132	1	Ra Salon & Spa Group LLC	Monica M Butler	CEO
0001866645-22-000001	1	Waku Inc	Juan Giraldo	CEO & Director
0001669191-22-000319	1	SORSOAP LLC	David  Restiano	Principal Executive Officer
0001755224-22-000003	1	Qoins Technologies, Inc.	Christian Zimmerman	Chief Executive Officer
0001870462-22-000001	1	Venture on Country Club, LLC	Jamison Manwaring	Manager of the Manager, Neighborhood Management, LLC
0001665160-22-000601	1	SAM of USA Corp.	Waclaw Stevnert	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001919164-22-000001	1	29 Culinary, LLC	Jordan Mackey	Managing Member
0001665160-22-000600	1	Luxury Travel Hackers, Inc.	Gary Kohn	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer.
0001907870-22-000002	1	Hydro Hash Inc.	James McGibney	Chief Executive Officer
0001894171-22-000003	1	Diggs Boys LLC	Michael Earley	President
0001670254-22-000274	1	Boseco, inc.	Serge Adamyan	CFO & Co-Founder
0001919337-22-000002	1	Innovative Recordings LLC	Charles Garris	President and Founder
0001917773-22-000002	1	Sea N Soul Inc	JOHN KOSLOWSKI	CEO
